Año,Mes,ID,Fecha,Estado,Citacion,Cuenta,Acta,URL_Video
2026,01,22268,2026-01-13,SECRETA,No,No,No,
2026,01,22235,2026-01-06,SECRETA,No,No,No,
2025,12,22205,2025-12-16,SECRETA,No,No,No,
2025,12,22172,2025-12-09,SECRETA,No,No,No,
2025,12,22149,2025-12-02,SECRETA,No,No,No,
2025,11,22126,2025-11-19,SECRETA,No,No,No,
2025,11,22104,2025-11-04,SECRETA,No,No,No,
2025,10,22051,2025-10-14,SECRETA,No,No,No,
2025,10,21996,2025-10-06,,No,No,No,
2025,09,21973,2025-09-30,SECRETA,No,No,No,
2025,09,21921,2025-09-09,SECRETA,No,No,No,
2025,09,21881,2025-09-02,SECRETA,No,No,No,
2025,08,21840,2025-08-19,SECRETA,No,No,No,
2025,08,21800,2025-08-12,SECRETA,No,No,No,
2025,08,21763,2025-08-05,SECRETA,No,No,No,
2025,08,21753,2025-08-04,SECRETA,No,No,No,
2025,07,21736,2025-07-22,SECRETA,No,No,No,
2025,07,21733,2025-07-21,SECRETA,No,No,No,
2025,07,21710,2025-07-14,SECRETA,No,No,No,
2025,07,21687,2025-07-08,SECRETA,No,No,No,
2025,07,21675,2025-07-07,SECRETA,No,No,No,
2025,07,21651,2025-07-01,SECRETA,No,No,No,
2025,06,21619,2025-06-17,SECRETA,No,No,No,
2025,06,21592,2025-06-10,SECRETA,No,No,No,
2025,06,21551,2025-06-03,SECRETA,No,No,No,
2025,05,21515,2025-05-27,SECRETA,No,No,No,
2025,05,21472,2025-05-13,SECRETA,No,No,No,
2025,05,21427,2025-05-06,SECRETA,No,No,No,
2025,04,21396,2025-04-22,,No,No,No,
2025,04,21360,2025-04-15,,No,No,No,
2025,03,21298,2025-03-25,FRACASADA,No,No,No,
2025,03,21288,2025-03-25,SECRETA,No,No,No,
2025,03,21299,2025-03-25,SECRETA,No,No,No,
2025,03,21281,2025-03-24,,No,No,No,
2025,03,21256,2025-03-19,SECRETA,No,No,No,
2025,03,21217,2025-03-11,,No,No,No,
