Año,Mes,ID,Fecha,Estado,URL_Citacion,URL_Cuenta,URL_Asistencia,URL_Acta,URL_Votacion,URL_Resultado
2026,Marzo,34,04 mar. 2026,CITADA,https://www.camara.cl/legislacion/comisiones/citacion_detalle.aspx?prmId=3325&prmIdSesion=81278,No,https://www.camara.cl/legislacion/comisiones/asistencia.aspx?prmId=3325&prmIdSesion=81278,No,No,https://www.camara.cl/legislacion/comisiones/resultado_detalle.aspx?prmId=3325&prmIdSesion=81278
