Año,Mes,ID,Fecha,Estado,Citacion,Cuenta,Acta,URL_Video
2026,01,22318,2026-01-21,SECRETA,No,No,No,
2026,01,22285,2026-01-14,SECRETA,No,No,No,
2025,12,22190,2025-12-10,SECRETA,No,No,No,
2025,12,22195,2025-12-10,SECRETA,No,No,No,
2025,12,22166,2025-12-03,SECRETA,No,No,No,
2025,11,22117,2025-11-05,SECRETA,No,No,No,
2025,09,21935,2025-09-10,SECRETA,No,No,No,
2025,08,21838,2025-08-20,SECRETA,No,No,No,
2025,08,21803,2025-08-13,SECRETA,No,No,No,
2025,07,21695,2025-07-09,SECRETA,No,No,No,
2025,07,21661,2025-07-02,SECRETA,No,No,No,
2025,05,21528,2025-05-28,SECRETA,No,No,No,
2025,04,21406,2025-04-23,SECRETA,No,No,No,
2025,04,21384,2025-04-16,SECRETA,No,No,No,
2025,04,21327,2025-04-09,SECRETA,No,No,No,
2025,03,21257,2025-03-19,SECRETA,No,No,No,
2025,03,21228,2025-03-12,SECRETA,No,No,No,
