Año,Mes,ID,Fecha,Estado,URL_Citacion,URL_Cuenta,URL_Asistencia,URL_Acta,URL_Votacion,URL_Resultado
2026,Marzo,151,03 mar. 2026,CITADA,https://www.camara.cl/legislacion/comisiones/citacion_detalle.aspx?prmId=3302&prmIdSesion=81280,No,https://www.camara.cl/legislacion/comisiones/asistencia.aspx?prmId=3302&prmIdSesion=81280,No,No,https://www.camara.cl/legislacion/comisiones/resultado_detalle.aspx?prmId=3302&prmIdSesion=81280
2026,Marzo,150,02 mar. 2026,CITADA,https://www.camara.cl/legislacion/comisiones/citacion_detalle.aspx?prmId=3302&prmIdSesion=81331,No,https://www.camara.cl/legislacion/comisiones/asistencia.aspx?prmId=3302&prmIdSesion=81331,No,No,https://www.camara.cl/legislacion/comisiones/resultado_detalle.aspx?prmId=3302&prmIdSesion=81331
