Año,Mes,ID,Fecha,Estado,URL_Citacion,URL_Cuenta,URL_Asistencia,URL_Acta,URL_Votacion,URL_Resultado
2026,Marzo,160,03 mar. 2026,CITADA,https://www.camara.cl/legislacion/comisiones/citacion_detalle.aspx?prmId=3313&prmIdSesion=81289,https://www.camara.cl/verDoc.aspx?prmID=382613&prmTipo=DOCUMENTO_COMISION,https://www.camara.cl/legislacion/comisiones/asistencia.aspx?prmId=3313&prmIdSesion=81289,No,No,https://www.camara.cl/legislacion/comisiones/resultado_detalle.aspx?prmId=3313&prmIdSesion=81289
